Name,Unique ID,Account Type,Account Balance_x,Last Transaction Date_x,Overdraft Status,Active Status,Student ID,Major,GPA,Date of Birth,Date of Death,Cause of Death,EmployeeID,Position,Salary,Account Number,Last Transaction Date_y,Account Balance_y,BenefitType,LastClaimDate,Status,PatientID,LastAppointmentDate,ActivePrescriptions,Taxpayer ID,Last Filed Year,Tax Libaility,Voter ID,Last Voted Date,Registration Status,CaseNumber,LastCourtAppearance,CaseStatus,Username,LastLoginDate,PostsLastYear,Address,Electricity Usage,Water Usage,Last Payment Date,Passport Number,Last Travel Date,Destination,Target
Patrick Barrett,063b08b4-e415-4521-80f0-eecdd9eb1cbd,Savings,78655436149.83,2023-08-04,Yes,No,844876,Biology,3.38,1992-04-29,,,2174b134-7433-4c1e-970d-e35fcfe1d17c,Location manager,8700341883892.53,ACC26500,2021-09-06,1232584594991.3,Unemployment,2023-12-06,Inactive,f509ecef-00a9-4bdb-9828-ec2b530b8478,2024-08-22,3,744-30-6035,2023,9095823726502.2,c5f4645a-98e3-4b82-9a3a-8be23b682c24,2024-01-20,Registered,e55a14da-b62e-4867-aaad-b38ee1f76237,2022-12-30,Closed,richardsonwendy,2023-11-29,9,"98978 Catherine Crest
Millerborough, KY 68987",9756118628816.37,571417355826.8,2024-01-17,P72584013,2023-09-08,Guyana,0
Christopher Mack,94db6dec-2175-400e-8480-0e2393904309,Savings,8357684180348.86,2020-05-07,No,No,631704,Mathematics,3.84,1977-09-07,2024-10-08,Natural Causes,fb41062a-5048-4420-bc03-0ed679a6e880,Chief Strategy Officer,8286340154242.85,ACC73324,2020-06-20,7698398887685.12,Disability,2020-06-04,Active,4e0d10be-8a79-4387-a701-0a01ee98b13d,2024-05-15,1,197-06-7189,2022,5944919478296.52,c4972285-3ce8-4230-a262-6f4280a7815e,2023-09-04,Not Registered,0ef937d3-f690-4b8d-8bcf-de79c01835ae,2022-11-19,Closed,elizabeth32,2024-10-29,26,"7811 Vasquez Curve
Port Heidi, GA 08943",7521713768825.7,2051858398331.24,2024-06-20,P79841913,2023-02-23,Maldives,0
John Carter,f3588070-eb23-41b0-b609-ba4663526364,Credit,3173404220702.41,2023-11-27,No,Yes,454078,History,3.18,1981-02-03,2024-07-18,Accident,af5c1327-0ff1-4b08-bd21-f9e76bc8db52,Ergonomist,6507448604366.17,ACC61429,2024-01-06,6167490805309.86,Healthcare,2021-03-07,Active,ef211c38-47a3-49ff-8f72-5f5166bd3012,2024-07-26,3,603-40-3336,2021,9211471899954.0,953f79ef-4917-4dd3-be23-292a8c2fd90d,2021-05-08,Registered,eec77b00-0a2f-4c72-994d-d4756f79b1f2,2024-10-16,Closed,gcook,2023-11-21,8,"54013 Marcus Fords Suite 809
South Stephen, VI 98468",2343636051382.9,5832256218337.41,2024-06-09,P73068613,2023-06-09,China,1
Cheyenne Boyd,2c383ed1-4568-40ec-a35d-29cf17518e70,Credit,1878777229050.61,2021-06-09,No,No,596984,Biology,3.87,1983-02-14,2024-07-18,Accident,a2952498-0443-4d1c-b889-ce064587119b,Quality manager,9823834625108.86,ACC57790,2019-11-14,5428513719334.5,Unemployment,2022-09-29,Active,2a39d534-9bff-4abd-958a-0d9a169fcf84,2024-09-01,2,711-40-0514,2015,8402834634804.84,b7d6273c-7625-43c9-b9ac-5202c571adcb,2024-04-14,Not Registered,a13ea7dd-25c2-4655-aea6-cfed7542d90c,2023-06-23,Open,uramirez,2024-02-16,3,"474 Fernando Fort
East Molly, IN 65634",176037930361.18,7639073248924.46,2024-04-17,P95115423,2023-11-01,Poland,0
Brittney Walters,66d4d7fb-ccf3-4bcd-97e5-0dd6dc4723fa,Checking,2972866866375.1,2024-09-27,No,No,632620,Biology,3.19,1967-07-08,2024-05-13,Accident,66abb3c0-6338-4d75-aec5-c7cff33f635f,Public affairs consultant,878107212988.77,ACC96681,2022-01-09,440934385122.24,Healthcare,2022-02-04,Active,520f608f-4841-4e7d-b872-94fd8b3dae00,2024-08-28,1,070-02-5314,2015,8583218118775.28,ea9b49ef-6590-469e-810b-320ec2ddb158,2021-01-15,Not Registered,053c2090-d82b-46c2-a6b3-fdbd58785aba,2024-04-11,Pending,gdeleon,2024-08-15,18,"000 Wright Throughway Suite 185
Williamfurt, PR 91060",166665917267.57,7430970512907.1,2024-04-12,P77566776,2024-07-21,Serbia,1
Karen Potts,e6007b86-6bba-4605-b782-122f4d58962d,Savings,3876681280016.7,2020-10-22,Yes,Yes,781405,Biology,3.68,1972-02-08,2024-09-21,Accident,4de0a41e-ea5e-41ef-8010-2bf37d1e23ce,Financial trader,5400567758807.93,ACC66522,2022-09-11,2073977809918.57,Disability,2021-12-07,Active,9a866a0c-f0fe-4ec2-b9bd-4ecca69efcde,2024-04-01,1,899-03-0976,2022,1005882389575.85,bc304fb4-079e-4121-ac94-db9dbf3661a6,2021-02-03,Not Registered,b369557e-dc5d-46f3-9fa7-dc581cb92bb0,2020-03-22,Closed,mcclainfernando,2024-10-07,39,"68023 Mcdaniel Shoal
Davidport, ND 62502",7773738788966.92,8254608244724.39,2024-04-07,P72212457,2024-01-22,Sao Tome and Principe,0
Rodney Lang,37f898e0-6ac8-42f6-803f-06a21b831d18,Credit,7557843562341.88,2023-04-15,Yes,Yes,302683,Biology,3.25,1997-12-29,2024-11-09,Illness,1106e501-0532-4b14-86f2-a923bc0b7e05,"Psychologist, counselling",9350192820607.26,ACC82407,2020-08-07,6018358797323.68,Healthcare,2023-02-20,Active,6c7b8b49-7802-48b6-8537-a864e939d414,2024-09-19,1,238-97-3067,2017,9901576673482.74,0cdcbbf1-7b61-4985-8c11-65cf09d068c3,2023-04-19,Registered,0405ffb6-f7c6-4f76-a3b2-9479fb71aa33,2019-12-07,Pending,buchananwendy,2024-04-19,31,"6251 Charles Underpass Suite 737
Virginiaville, IL 71448",3916529374276.46,353503846726.8,2024-05-27,P27376956,2023-02-01,Cameroon,0
Tyler Callahan,e2c584c8-90df-472f-8d40-198937c7137e,Savings,5878348042645.15,2020-01-13,Yes,No,435148,Mathematics,2.59,1957-01-27,,Natural Causes,20673b59-e675-42b9-adfa-c2a379511855,Software engineer,6337792421561.13,ACC95055,2020-04-21,9392758297461.44,Disability,2022-04-14,Inactive,7e5f5d0b-d395-47a5-bde9-774cc8c3bf10,2024-11-02,2,739-60-4054,2020,8266961544746.5,db9add9a-c013-4007-ba3b-9e1f5d841dd1,2023-11-23,Not Registered,51864fc3-3303-47cc-b59e-fa88539c1859,2022-07-01,Pending,fordfrank,2024-01-15,7,"32656 Dennis Wells
South Stephanieland, NE 65575",6268331182602.25,5654978328925.38,2024-05-31,P51556007,2023-02-01,Saint Helena,0
Donald Frazier,e51fc1be-4d1d-4317-8a78-52dcd89e1b35,Credit,5458349783867.42,2020-09-27,No,Yes,907065,Biology,3.56,2000-12-31,,,9cdad286-ff35-44c4-8bae-481779a10b2f,"Producer, radio",2804054361563.6,ACC65448,2020-05-05,5991508065102.95,Healthcare,2021-12-29,Active,2fbbff92-a97f-491a-8b0c-68152dde4a0d,2024-03-29,2,858-14-5758,2016,8178683119512.95,76a23419-da96-4776-ac6c-17bbdea08158,2022-12-29,Registered,095e5d69-a236-4465-bf95-743c19eb3709,2022-05-01,Open,kristi22,2024-04-12,23,"PSC 7247, Box 5884
APO AE 01590",9075214322425.56,2490976944609.45,2024-06-14,P11269668,2024-07-27,Tonga,0
Michael Smith,6a451bfa-0bf5-4336-86df-2d2d6e33d48e,Checking,2574293576041.64,2020-06-22,No,No,440299,Mathematics,3.83,1994-02-02,,Natural Causes,94db912a-bf53-4d7c-b50a-d79701c0007a,"Scientist, water quality",5324314201329.41,ACC28914,2021-04-07,7750916399472.61,Healthcare,2020-04-20,Active,59176c3d-6510-4c88-a43f-2650f094484d,2024-07-01,3,277-51-4069,2017,5326377600854.4,b28c670e-0b6e-4547-9814-e38317882c28,2022-05-12,Not Registered,b38be49a-14f1-4909-8710-22ca26b38be1,2021-04-14,Closed,welchkelly,2024-01-09,49,"PSC 0005, Box 1421
APO AA 33255",3155353319945.91,2246588199002.7,2024-04-08,P84196070,2023-04-09,Turks and Caicos Islands,0
Benjamin Ramirez,6862ae3f-45ae-4ddc-8db0-bc37a62c4d50,Credit,3992813601226.38,2020-01-29,No,Yes,558177,History,2.24,1975-09-17,,,e0a16d19-d2ed-4dc7-9e21-e310421f37cf,Research scientist (maths),8852291805415.87,ACC96081,2024-10-21,3687103415849.46,Healthcare,2023-12-01,Inactive,381054a7-5bba-42a8-88a4-588aad039646,2024-11-09,4,086-08-3842,2017,6601158403472.84,f9dcc382-5182-4e63-b5bc-5bd00b385a6c,2022-06-03,Not Registered,f8323db0-c5a3-4cd6-948d-66d47e5ff3c1,2022-05-03,Pending,vasquezsamuel,2024-10-04,19,"6521 Elizabeth Bridge
South Brittanyview, PW 32416",33112425744.38,183476560076.89,2024-10-20,P65673491,2024-08-27,Kyrgyz Republic,0
Danielle Dorsey,79550dcb-829d-4e08-a12c-769f07ca6a98,Checking,9713737835997.59,2024-06-23,No,Yes,959678,Mathematics,2.66,1935-11-27,,Natural Causes,fdc357fc-5d23-4641-9e41-174649794b9e,Broadcast journalist,6787938777855.6,ACC53700,2024-09-21,9467717128019.3,Disability,2022-03-04,Active,90261efc-be39-44a8-9721-e3b7a6d5433e,2024-03-31,1,337-49-3409,2023,4674128930023.74,d2062611-b928-4463-88e9-3206a7f085c1,2022-01-24,Not Registered,3501aeb5-0d8d-40ce-9d9b-3254f2e71f98,2020-06-01,Closed,mitchellchristine,2024-11-04,19,"62014 Christine Knolls Suite 740
East Lauren, MT 65865",9314435853137.63,2514911421334.23,2024-04-07,P38543033,2024-01-15,Canada,1
David Alvarez,040e2f02-f20d-4497-a733-4f16aaea733b,Checking,6919197192438.97,2023-10-22,Yes,Yes,927062,Mathematics,2.36,1973-02-05,,,34d51059-8105-44ef-98e0-081ae1d5b984,Animal nutritionist,1073590703405.39,ACC92939,2019-12-16,1644706037820.15,Healthcare,2023-05-30,Active,24d4347b-a1e1-4dd9-989a-aa3514d1698b,2024-10-24,1,029-50-3197,2019,9583278975055.81,585b1096-1f99-4d78-860d-229dca4dc5e4,2022-10-20,Registered,6e95740f-5702-48a1-92df-40e3f51b9482,2023-06-04,Closed,hpowers,2024-10-15,5,"249 Michael Ranch Suite 329
East Aaronborough, FL 30041",8495680655491.96,9390381457426.47,2024-01-02,P36056041,2024-05-07,Guernsey,1
Henry Jones,fe7dcd75-839d-49ed-87fb-ddab806d4f0c,Savings,388401964397.65,2022-11-15,Yes,Yes,751883,Mathematics,3.2,2005-06-11,,Accident,01d24172-c43f-4c48-bed6-11bbc92b6b75,Podiatrist,4266537002780.88,ACC37180,2021-12-04,4225654047790.97,Healthcare,2020-03-07,Active,d4261e97-1d16-4d32-82c9-157e9cb9ddbe,2024-06-30,3,472-75-7792,2016,4331598901964.4,1700a01f-9862-4a64-b12a-0720ecd134ff,2022-05-17,Not Registered,ba514c98-4b7d-401d-a95d-dca4e9962c4e,2023-11-20,Closed,anne75,2024-07-20,9,"731 Walker Walks
South Kathryn, SC 47953",296720841691.29,3531764333507.1,2024-05-06,P95501882,2024-01-22,Heard Island and McDonald Islands,0
Aaron Cole,4b4ee207-0714-4cbd-be97-019604e05fbb,Savings,7382264495974.3,2023-03-10,Yes,No,514036,Biology,3.44,1947-03-02,2024-09-27,Accident,1ee2d91f-8d32-4983-b20f-f445380294b9,"Librarian, academic",400388867450.5,ACC77063,2023-09-27,8433625098311.16,Healthcare,2024-08-14,Inactive,9b4feb2a-f1b3-48ca-8451-c8331de06ca7,2024-02-23,1,539-23-0815,2019,3059448090690.91,09e8198e-defd-4408-a269-0c6376b0f393,2023-11-23,Registered,5b476850-2b10-452c-ab4e-106ac168605b,2020-06-07,Open,johnsonedwin,2024-04-24,31,"803 Austin Mill
West Sharon, OH 49687",670066663814.81,1485418063338.7,2024-10-25,P68127932,2023-12-14,Northern Mariana Islands,0
Jeremy Thomas,218831b4-3ee7-4b87-bd9a-0cc79c35f0f4,Checking,8657734884209.83,2019-12-09,No,Yes,482402,Mathematics,3.73,1948-12-04,,,46f6496a-1aa7-4fd2-be24-91c145b5df7c,Contractor,2128847778042.65,ACC60295,2021-03-21,9107921333530.73,Disability,2023-03-24,Active,02a537db-fee4-4776-b1d0-bb6db1f9642e,2024-09-10,1,726-01-4085,2015,25201394391.11,2ee0eb39-f8b1-401e-b463-e8f1157d78cb,2021-12-01,Not Registered,b765284d-61ed-4674-aa73-3af171839dba,2024-01-15,Open,markray,2024-02-21,27,"074 Robles Highway Apt. 670
North Julie, DC 98829",1732459319949.47,7617447818005.82,2024-09-06,P93816930,2023-11-24,Saint Lucia,0
Gregory Norman,ff31c377-e55c-4d7b-94f9-270681afbe8a,Credit,3558689284942.96,2024-10-22,Yes,Yes,816017,History,2.37,1944-05-29,2024-08-20,Accident,377cabe1-7a32-4057-bba7-d75beef3ab97,Freight forwarder,7098856177631.16,ACC20443,2021-02-03,9343427710885.21,Healthcare,2022-04-27,Active,ce8be8a8-e378-4a10-83fe-5c4823998bca,2024-06-02,1,760-45-9865,2021,9770279557928.63,13acd9c4-ba8c-481c-ac2b-cd618a8443d1,2023-06-29,Not Registered,8ddbb339-de89-429d-84f4-c2139d4d9bb9,2021-03-18,Pending,lkirk,2024-05-30,20,"739 Hull Extensions
Mayberg, NV 38642",6927005693864.5,2802836070492.99,2024-03-22,P91981135,2023-11-22,Falkland Islands (Malvinas),0
Jodi Wheeler,2f4acbaf-ec93-4e8e-9497-9733d6f342d8,Checking,5679784170384.2,2023-09-25,Yes,Yes,192460,Mathematics,3.45,1965-01-14,,Illness,fd65279c-24ae-4c29-913e-e379af3c8ac7,Human resources officer,6104312324728.62,ACC15175,2023-06-01,379033755720.53,Disability,2024-08-20,Active,237ddf32-876a-4408-8296-c32f5476d04d,2024-04-18,3,628-97-8807,2021,6298847411123.74,cab50c86-b5ec-43e8-a72a-c4cfa115dadc,2021-09-06,Registered,64bdc8a3-d7a6-4c8e-a94b-24e719f7507e,2020-11-01,Open,craigwalker,2024-07-05,43,"29451 Amber Ford
East Aaron, MD 44640",4165692661615.31,560836642641.54,2023-12-10,P83750423,2023-03-10,Samoa,0
Christine Jones,abb64d42-d0d2-4166-88c3-3e5f7063d89d,Savings,1287039721065.42,2021-08-30,Yes,No,543317,History,3.54,1993-09-07,2024-07-01,,d689a96f-e181-4511-818a-65232cf6c2c8,Quarry manager,2434505686043.7,ACC17946,2023-10-23,9360518250270.52,Healthcare,2023-09-25,Active,a34e4aa8-0253-4be0-b194-ee9f8bb160ec,2024-01-23,3,583-55-6153,2016,5530092687457.76,9c3747f9-de13-41cc-87c8-b6702ebf3ea7,2024-09-12,Registered,14193e44-93a5-4a6c-a6e6-bad2bd0337a6,2022-09-05,Closed,perezdonald,2024-01-23,47,"3378 Sandoval Stream Suite 487
Cookville, TX 14125",2197945543920.99,8394930867318.27,2023-11-11,P57410914,2023-05-14,Portugal,0
Brenda Blanchard,cf0b6231-fd5b-4fbc-b518-47075d7627d5,Credit,9576472339746.42,2020-11-21,No,Yes,260997,History,3.43,1982-09-21,,Natural Causes,877906fd-170a-48e0-8dff-249808fa09b0,Ceramics designer,1373029965015.84,ACC28520,2023-02-20,8921558845067.9,Healthcare,2024-10-19,Active,0c71e154-8723-4505-a56c-95194117cc37,2024-01-07,3,145-76-4105,2015,9091498275461.55,3ec4a969-ad69-4a06-887c-6cac3a41dd45,2023-12-16,Not Registered,8db62186-d559-4d9e-a70d-43d555210382,2019-12-02,Closed,craigkenneth,2023-11-11,3,"471 Brianna Crossing
North Robertbury, SD 64111",449390929424.61,3796451180560.54,2024-05-31,P88095009,2023-02-05,Palau,0
Tiffany Ayala,eede4500-5bc9-4343-9141-14aad3346f41,Credit,1299269680040.66,2023-12-17,Yes,Yes,860879,Computer Science,3.95,1990-08-10,,,e004e882-e79d-4d44-9aad-4d156b35b2dc,"Teacher, primary school",7730433467959.72,ACC73436,2021-05-13,5583502461768.98,Disability,2023-01-24,Active,8fae30a9-cb4f-4f42-9d4f-479f1d906aa6,2023-12-13,5,879-88-4687,2022,9222819796761.23,e8d03e0b-1742-4cc2-981e-ef4dcdb253d3,2022-07-05,Not Registered,b3e9b85d-d712-46da-b5fe-2f457ad9f1d6,2021-06-25,Closed,palmerwilliam,2024-03-21,27,"06978 Eric Lock Apt. 722
Littleport, RI 96586",8085933449850.11,9431362711845.15,2024-04-20,P31827177,2023-02-06,Cyprus,0
Lisa Curtis,f45a6b2f-bf57-497e-b061-11c9b111c582,Savings,9042871472180.48,2022-06-05,Yes,No,962738,Computer Science,3.59,1942-02-21,2024-05-01,Accident,114d1f21-4c01-4ac1-88a5-77611b264588,Merchant navy officer,9669566825390.4,ACC35551,2020-07-14,1741454524621.89,Healthcare,2020-11-27,Active,8e6ea5a9-01cd-4eef-a41d-0eec7111bf30,2024-08-24,0,168-06-4181,2021,4869074870281.41,404666c5-022f-48e2-9699-76bb1cba3217,2024-10-29,Not Registered,f19b37dc-6734-4d04-a991-12bab9bde2a0,2023-06-30,Pending,batestiffany,2024-08-06,17,"53967 Wanda Ranch Suite 033
Kaylaton, VA 12809",5168168799007.94,1918483165018.49,2024-10-11,P48521383,2024-09-26,Suriname,0
Jennifer Stevenson,5759d8b6-0d19-4937-96ac-4b2111d38577,Checking,2361660841971.66,2023-04-27,Yes,Yes,486230,Computer Science,3.95,1963-02-04,,Natural Causes,c5ba4e74-3398-4830-ace8-270907941892,Medical sales representative,1012358138519.97,ACC16205,2024-07-26,9995476327570.95,Unemployment,2024-06-17,Active,9781daf6-5b2a-4c31-919a-fbcff88f663f,2024-03-24,5,459-44-9229,2019,6753402956663.51,c837d765-d5c6-4e5a-910f-8624090a25a5,2022-02-04,Registered,d40de259-7498-44f2-a6ae-1561471078e2,2024-04-26,Open,jordanbenjamin,2024-01-21,33,"52355 James Terrace Suite 635
Dayton, GU 06124",4654596527543.88,4806856473559.91,2024-04-28,P63831437,2024-06-28,Denmark,0
Amy Williamson,3df025eb-dbe1-4387-99f9-87022198ebe9,Checking,1313846660792.88,2021-06-01,No,Yes,364103,Computer Science,2.98,1958-01-06,,Accident,4054836d-9681-4a14-a41c-d93af9ae6e7f,Electrical engineer,1545159987107.6,ACC66036,2024-04-21,3383453649854.66,Healthcare,2020-11-21,Inactive,7c1379ae-2538-4864-b10d-92495e1e169a,2024-03-29,0,032-22-3790,2019,8357302358281.91,7dbc79b7-4ca6-4418-911f-596f87576bff,2024-10-10,Not Registered,376ac340-0d6d-4fc2-9df6-9d6b39f022cd,2021-03-30,Open,sabrina54,2024-06-01,18,"7877 Bowman Keys
Sanchezhaven, SC 06014",4470663985989.57,7928749076921.24,2023-12-13,P69056869,2022-11-18,Dominica,0
Carl Walsh,5a22b9bd-99f3-44d2-a485-27f2ebf08573,Savings,2066375578200.73,2020-05-21,No,No,914753,History,3.44,1949-08-04,,,e8d4d229-4eb9-4564-8e38-2c3df776bc9a,Academic librarian,4033714397111.29,ACC65753,2022-06-25,5433878622986.4,Healthcare,2022-04-03,Active,b56ab90f-c519-4e51-85dd-6acf83b8f57e,2024-09-24,3,778-81-4287,2017,5255537511774.28,53782a21-d4bf-402a-a72a-ba65648cc3f1,2024-02-29,Not Registered,d7805234-7362-4267-a53f-ca29f5f17406,2021-07-19,Pending,david21,2023-12-03,34,"60724 Vanessa Rest Apt. 585
Ashleyhaven, FL 92956",3376907150723.98,725167030176.23,2024-04-16,P68924581,2024-09-20,Malaysia,0
Barbara Ferguson,565da01f-81eb-4985-8f36-09a15f3147ed,Checking,9604309328880.67,2021-12-15,Yes,Yes,856214,Computer Science,2.97,1935-09-22,2024-01-29,Accident,8ec8538a-8e9a-44b1-97ef-49c4dbeed366,Animal technologist,7229646254522.99,ACC41824,2022-04-28,4431488037711.8,Unemployment,2021-09-24,Active,00c46bf7-4cb9-4f32-9146-dae555bda40a,2024-01-01,0,359-12-1465,2019,3348938769822.66,71972a31-af93-45ba-aa0c-1656ae1bc70b,2021-08-14,Not Registered,fb4136d6-d8b7-415b-947f-9d6cb8460936,2021-02-15,Pending,stokesangela,2024-04-17,27,"991 Green Forge
West Angelaburgh, OR 34956",7470723784812.13,208127593234.25,2024-08-02,P93352688,2024-03-31,Lao People's Democratic Republic,0
Kaitlyn Nelson,cdd6320c-5eec-4fef-aa2a-34bb392b9640,Credit,7840129342087.21,2023-03-08,No,Yes,428826,Mathematics,2.67,1989-07-07,2024-05-15,Accident,5069b1b8-1704-47a1-a2f2-78740383a58d,Statistician,9958604518962.58,ACC23546,2023-01-13,2354953618988.24,Disability,2021-05-24,Active,185dbcb7-2f5f-488f-bc7f-0e303cdb8f32,2024-02-02,3,502-62-4339,2018,8078498113732.48,62054ed5-2b91-4aa9-87ea-0ca5f68c218b,2022-10-31,Registered,58696e17-e063-4a68-a6da-7754875aa52c,2023-11-02,Open,wardrobert,2024-08-14,33,"087 Coleman Common
Cynthiaton, VT 66756",4575425247627.76,4546412430831.33,2024-10-03,P87199417,2023-12-12,Mali,1
Stephen Woods,d23bf648-6907-4305-a721-776f6511c9e6,Checking,7439517462904.73,2022-10-30,Yes,No,777052,Biology,2.41,1989-12-29,2024-05-04,Accident,c02aec40-1c86-4427-a3ac-6504f86a73f3,Geophysicist/field seismologist,3308925502625.65,ACC19194,2023-09-14,8706044558051.68,Healthcare,2021-02-13,Inactive,2991df27-2f88-44e0-b821-3a3c7a0795f9,2024-07-24,5,139-82-5846,2022,4656728874874.47,9223a66c-5a4f-401a-a0c2-84c48efcfa50,2024-04-01,Registered,8f0ff736-bf54-4427-88f6-d671ffde5387,2022-09-29,Closed,leon20,2023-11-14,30,"962 Wong Estate Suite 591
Colemouth, SC 85308",5835728202742.3,7202484366201.9,2024-05-18,P98750536,2023-09-20,Nauru,0
Becky Perkins,e7a2ac35-c994-49a6-b163-3ad13f7b8642,Credit,758052128770.71,2023-04-08,No,Yes,517805,Biology,2.92,1973-04-14,2024-09-23,Accident,54012392-4902-4551-87da-57fc1bb02251,Pathologist,3461890952118.19,ACC59099,2022-12-30,4514567336209.74,Unemployment,2020-02-25,Active,340b5bb4-166f-4573-b6d5-3cd25122b0f9,2023-11-24,1,249-73-8138,2022,7943051954205.77,02548039-a313-460a-a7c2-cc03b8a488b9,2024-08-17,Registered,85dcf9f1-02ae-4973-a4f4-8eda9d761655,2021-01-05,Pending,perkinsvanessa,2023-12-01,13,"74906 Laurie Ridge
Johnstonburgh, AL 60022",8922431192053.69,1889003468116.24,2023-11-26,P47706265,2023-01-14,Dominica,0
Melissa Mitchell,4f28db27-dda0-4543-b47d-a296509524a3,Savings,46747242833.24,2020-03-02,No,No,504645,Biology,2.29,1994-07-28,,Illness,efdf8de0-4638-4cbe-916a-8817afae8f29,Health physicist,3502033993967.17,ACC54318,2021-11-29,9864516589660.96,Unemployment,2024-06-18,Inactive,127ebd6e-931b-47be-8e9d-1a24fc2d695c,2024-01-19,0,707-91-2786,2016,9512395962973.72,140364a2-0db1-4682-8c1d-71730bb45441,2021-07-12,Registered,0d5598b5-cf97-44dc-974a-313a01e15330,2024-04-01,Pending,rnorman,2023-12-07,5,"1170 Rachael Stravenue
Port Savannah, NE 51953",2316841300468.79,6767360495537.0,2024-06-10,P32793620,2023-01-19,Eritrea,1
Hannah Smith,922140c2-6d88-4911-97c4-acd0eca5bcbd,Savings,7011990799339.56,2020-01-27,Yes,No,174186,Computer Science,2.75,2001-03-12,2024-08-29,Illness,287d5eea-6fa0-4a77-ab64-eb6327a7f9b7,"Civil engineer, consulting",2630190413404.47,ACC48191,2024-05-10,6628634541968.75,Disability,2023-05-25,Active,18795548-6466-4366-bcac-cf1897643aae,2024-06-14,4,623-26-6281,2020,7115930349747.61,a09d1b0e-f4ca-400f-8f0d-f93823d6369c,2023-12-01,Registered,d0307e7e-cba7-4fb2-9a8f-3f129bf1e589,2020-04-23,Closed,katie66,2024-08-30,30,"05158 Amanda Dale Apt. 957
South Scottland, AR 11602",215147476908.7,8288998314736.4,2024-01-15,P16919743,2024-07-22,Greenland,0
Gina Parsons,970a0748-c055-4be8-92bb-e725d19001d5,Checking,8878274419710.6,2021-05-10,Yes,Yes,391094,Computer Science,2.49,1936-04-08,,Illness,7322773d-780a-467d-8f8d-5b1fd3e5191c,Contracting civil engineer,4214613771476.36,ACC77008,2023-05-26,3573891157683.99,Unemployment,2020-02-18,Inactive,5c6a9e79-dce8-4e3d-a434-9ac7af22b8ee,2024-10-22,5,736-15-7510,2015,2408538977922.73,eb3f9e1b-8a79-45e5-9dc9-e7aeea2807d3,2021-03-22,Not Registered,038663cb-9daa-48d0-868a-0883674d3cec,2021-07-10,Open,harmonrobert,2024-02-23,27,"06189 Allen Fields
Goodstad, TX 05171",4211272790376.35,6880514755081.27,2024-03-08,P88715056,2024-11-07,Bangladesh,0
Susan Lopez,2d650a8d-2fa4-4578-a3a3-fdad9b68ea81,Checking,7680888186697.38,2024-10-23,Yes,Yes,785439,History,2.91,1971-01-09,,Illness,fbda0c35-013e-40f0-8166-2b3ac42fdcb9,Artist,5069197469146.5,ACC48741,2020-09-24,5190398366537.24,Unemployment,2023-10-17,Inactive,fc3ad6bd-05ea-4a35-b3fd-94a2b73821a1,2024-05-17,3,827-34-4750,2022,9958405481856.8,02c7af19-0278-4c0e-976e-a7896624dd2a,2024-10-03,Not Registered,c9bcc5c1-695b-4fb1-9c1b-098c4e26f33d,2020-09-18,Open,waltonstephen,2024-02-15,29,"103 Craig Rest
Ballardview, PA 44445",4878265633654.99,4108684343820.58,2024-07-23,P96758861,2023-01-17,Andorra,0
Brian Brewer,2825157f-b132-4ed7-a766-e3154165839e,Credit,1369337334932.44,2023-09-12,No,No,744660,History,3.91,1943-12-27,2024-10-02,Accident,6084c192-9aab-4b1c-9271-fdbbbda2f18c,Interior and spatial designer,2359826446902.57,ACC89812,2020-08-28,6417872621371.44,Healthcare,2022-11-10,Inactive,fd2bc9b1-cdb4-4f89-b517-d3ac9782508f,2024-08-07,3,265-50-4850,2023,2181220523997.61,614c82ff-e880-464a-9a6f-1223d0f291a0,2023-10-26,Registered,638b5b97-7c8a-49d7-94d2-126a7f8043d5,2021-10-03,Pending,bennettamber,2024-09-27,1,"7359 King Lodge Apt. 479
Charlesmouth, MH 85177",8128721375549.65,7173600639489.44,2024-08-23,P52959045,2023-12-06,Aruba,0
Timothy Trujillo,59a51c00-69cd-4464-b1e6-64817b01b722,Credit,9725133875619.31,2022-10-14,No,Yes,141446,Biology,2.6,1942-02-20,2024-03-20,,25c2a674-cd6d-44d6-b1ec-9d0c050fcd60,Lexicographer,100329984005.51,ACC82620,2020-09-29,6718649549021.79,Unemployment,2022-07-18,Inactive,558772e9-2367-489c-bcd1-42064987fae8,2024-02-23,2,284-78-7064,2021,2061689843553.3,9c850c9b-686c-49fe-927d-bcdd604c1417,2024-08-12,Not Registered,110305f0-de27-4735-b6c2-8c5cb3a451ab,2024-07-17,Pending,danielhebert,2024-04-20,39,"91370 Myers Haven
Andersonmouth, VI 27638",6074645879762.49,1341074061771.3,2024-04-09,P44518909,2023-03-16,United Kingdom,1
